City,State,Employment,Employment per 1000 jobs,Location quotient,Hourly mean wage,Annual mean wage,Expected State Tax Bracket,Expected Federal Tax Bracket,Federal + State Tax for Bracket,Net Expected Profit,Net Expected Monthly Profit,"Meal, Inexpensive Restaurant","Meal for 2 People, Mid-Range Restaurant, Three-course",McMeal at McDonalds (or Equivalent Combo Meal),"Domestic Beer (0.5 liter draught, in restaurants)","Imported Beer (0.33 liter bottle, in restaurants)","Cappuccino (regular, in restaurants)","Coke/Pepsi (0.33 liter bottle, in restaurants)","Water (0.33 liter bottle, in restaurants)","Milk (regular), (1 liter)",Loaf of Fresh White Bread (500g),"Rice (white), (1kg)",Eggs (regular) (12),Local Cheese (1kg),Chicken Fillets (1kg),Beef Round (1kg) (or Equivalent Back Leg Red Meat),Apples (1kg),Banana (1kg),Oranges (1kg),Tomato (1kg),Potato (1kg),Onion (1kg),Lettuce (1 head),"Water (1.5 liter bottle, at the market)","Bottle of Wine (Mid-Range, at the market)","Domestic Beer (0.5 liter bottle, at the market)","Imported Beer (0.33 liter bottle, at the market)",Cigarettes 20 Pack (Marlboro),One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1km (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),Gasoline (1 liter),Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) ,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","Fitness Club, Monthly Fee for 1 Adult",Tennis Court Rent (1 Hour on Weekend),"Cinema, International Release, 1 Seat","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child ","International Primary School, Yearly for 1 Child",1 Pair of Jeans (Levis 501 Or Similar),"1 Summer Dress in a Chain Store (Zara, H&M, …)",1 Pair of Nike Running Shoes (Mid-Range),1 Pair of Men Leather Business Shoes,Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,Apartment (3 bedrooms) in City Centre,Apartment (3 bedrooms) Outside of Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax),"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",data_quality
Indianapolis,Indiana,"2,200",0.71,0.66,$37.93 ,"$78,890.00 ",3.19,12.83,16.02,"$66,252 ","$5,521 ",$19.00,$77.50,$8.00,$5.00,$6.00,$4.14,$1.72,$1.31,$0.85,$3.11,$3.90,$3.79,$12.26,$13.28,$14.17,$5.36,$2.10,$5.22,$5.67,$4.46,$3.17,$1.64,$1.64,$14.99,$3.02,$3.46,$7.55,$1.75,$60.00,$3.00,$1.52,$24.00,$1.24,"$25,000.00","$23,438.17",$225.27,$0.20,$73.88,$46.12,$18.33,$12.00,"$1,216.67","$15,150.00",$44.00,$32.06,$77.86,$101.75,"$1,330.62","$1,052.38","$2,537.50","$1,539.33","$2,260.42","$1,291.67","$4,562.61",5.44,1
Kansas City,Missouri,"4,020",1.43,1.32,$39.35 ,"$81,860.00 ",4.32,13.17,17.49,"$67,543 ","$5,629 ",$17.50,$55.00,$10.76,$3.00,$5.00,$4.50,$3.25,$1.70,$1.32,$2.65,$4.13,$2.20,$12.49,$3.31,$6.53,$5.86,$1.40,$6.67,$5.89,$4.42,$3.63,$1.40,$2.83,$12.00,,$3.00,$7.00,,,$4.50,$2.33,$15.00,$1.10,"$22,925.00","$22,566.67",$204.69,$0.16,$75.83,$55.00,$15.00,$10.00,"$1,200.00","$16,500.00",$39.50,$32.00,$68.33,$65.00,"$1,100.00","$1,125.00","$1,700.00","$1,750.00",,,"$2,649.60",5.43,0
Columbus,Ohio,"3,650",0.68,0.63,$44.27 ,"$92,080.00 ",2.18,14.15,16.33,"$77,043 ","$6,420 ",$15.00,$62.50,$8.25,$5.00,$6.00,$4.43,$2.11,$1.56,$0.80,$2.32,$3.31,$2.34,$10.37,$11.87,$15.62,$5.31,$1.68,$3.43,$3.63,$2.75,$2.59,$1.50,$1.57,$12.00,$2.88,$3.21,$7.98,$2.10,$62.00,$3.50,$1.84,$22.50,$1.14,"$26,500.00","$23,214.29",$183.48,$0.20,$59.16,$37.82,$21.67,$12.00,"$1,512.50","$24,833.33",$44.33,$38.44,$75.29,$85.77,"$1,275.00","$1,000.30","$2,454.55","$1,673.00","$5,023.16","$2,045.14","$4,423.60",5.01,1
Charlotte,North Carolina,"5,350",1.15,1.07,$57.67 ,"$119,960.00 ",4.46,16.27,20.73,"$95,092 ","$7,924 ",$15.00,$60.00,$10.00,$4.50,$5.50,$4.78,$2.12,$1.83,$0.89,$2.99,$3.55,$3.33,$8.07,$12.59,$16.52,$4.99,$1.60,$5.03,$3.90,$3.01,$2.70,$1.25,$1.60,$12.75,$2.40,$2.27,$7.00,$2.45,$88.00,$2.75,$2.31,$30.00,$1.15,"$28,000.00","$23,166.67",$149.11,$0.22,$68.00,$36.50,$17.00,$13.25,$906.25,"$15,125.00",$38.67,$30.87,$79.50,$87.38,"$1,713.89","$1,419.50","$3,728.57","$2,118.75","$3,363.72","$2,098.96","$5,041.85",5.3,1
Virginia Beach,Virginia,"4,500",1.16,1.08,$64.41 ,"$133,990.00 ",5.32,17.08,22.40,"$103,976 ","$8,665 ",$23.00,$80.00,$10.00,$6.50,$7.00,$5.75,$2.37,$2.00,$0.99,$3.44,$4.22,$2.62,$9.70,$11.57,$18.37,$4.19,$1.57,$4.41,$4.33,$2.32,$2.20,$1.60,$1.83,$14.00,$2.86,$3.08,$7.50,$2.00,$70.00,$3.50,$1.49,$20.00,$1.04,"$25,097.50","$24,230.00",$109.17,$0.10,$69.25,$35.00,$0.00,$12.00,$800.00,"$11,500.00",$60.38,$36.25,$81.88,$128.17,"$1,510.00","$1,315.00","$2,950.00","$2,048.75","$2,378.82","$1,910.59","$4,178.00",5.44,1
Bronx,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",$16.00,$70.00,$10.00,$6.00,$8.00,$4.50,$1.56,$1.30,$1.36,$3.52,$5.38,$4.25,$12.86,$14.00,$11.00,$3.44,$1.90,$4.00,$4.41,$2.72,$3.65,$1.75,$1.83,$13.00,$4.29,$3.67,$5.00,$2.75,$132.00,$7.00,$2.80,$25.00,$1.10,"$29,500.00","$27,000.00",$132.51,$0.15,$80.07,$30.00,,$15.00,"$1,000.00","$19,879.00",$33.33,$25.00,$62.50,$93.33,"$1,850.00","$1,537.50","$4,300.00","$2,600.00","$18,449.34","$3,928.83","$2,000.00",5.62,0
Milwaukee,Wisconsin,"2,740",0.97,0.90,$43.63 ,"$90,760.00 ",4.23,14.03,18.26,"$74,187 ","$6,182 ",$15.00,$50.00,$8.50,$4.75,$6.00,$4.14,$2.28,$1.94,$0.80,$2.55,$3.97,$2.75,$8.81,$7.71,$13.83,$5.34,$1.35,$4.77,$3.66,$2.39,$2.16,$1.78,$1.50,$11.00,$2.23,$2.76,$9.00,$2.50,$52.50,$2.75,$1.55,$21.00,$1.06,"$28,000.00","$22,166.67",$205.15,$0.15,$62.08,$54.25,$12.67,$14.00,"$1,341.67","$14,400.00",$51.54,$43.57,$85.33,$132.56,"$1,436.88",$893.75,"$2,156.86","$1,485.71","$2,152.78","$1,500.00","$5,043.75",5.04,1
Providence,Rhode Island,620,1.29,1.19,$56.52 ,"$117,570.00 ",3.62,16.11,19.73,"$94,373 ","$7,864 ",$24.00,$72.50,$9.75,$6.00,$8.00,$4.25,$2.06,$1.70,$1.01,$3.19,$3.54,$3.13,$8.46,$6.24,$16.90,$4.84,$1.51,$5.14,$6.39,$4.01,$3.15,$2.75,$2.75,$12.00,$1.61,$1.72,$10.50,$2.50,$40.00,$3.50,$2.02,$30.00,$1.28,"$24,500.00","$20,789.67",$174.48,$0.05,$57.80,$25.00,$0.00,$12.00,"$1,450.00","$9,800.00",$38.67,$27.00,$60.00,$56.25,"$1,750.00","$1,250.00","$2,333.33","$1,733.33","$3,229.17","$1,937.50","$4,266.67",5.35,0
Jacksonville,Florida,"8,190",0.89,0.82,$48.45 ,"$100,780.00 ",0.00,14.82,14.82,"$85,844 ","$7,154 ",$17.00,$60.00,$9.00,$5.00,$5.50,$4.72,$2.35,$1.52,$1.09,$3.30,$3.41,$3.51,$12.28,$12.97,$17.00,$4.90,$1.53,$5.06,$4.57,$4.05,$3.47,$2.09,$1.98,$10.00,$2.44,$3.57,$8.00,$1.75,$47.50,$3.50,$1.34,$17.50,$1.18,"$23,195.00","$21,526.90",$139.05,$0.08,$68.45,$26.88,$7.40,$14.00,$820.00,"$13,466.67",$49.38,$34.88,$73.38,$87.55,"$1,441.18","$1,128.12","$2,116.25","$1,796.15","$2,516.60","$2,513.37","$4,580.33",4.97,1
Salt Lake City,Utah,"3,070",1.89,1.75,$42.62 ,"$88,660.00 ",4.91,13.84,18.75,"$72,036 ","$6,003 ",$17.00,$67.50,$8.50,$5.75,$7.00,$4.70,$2.22,$1.90,$0.95,$3.30,$3.11,$3.13,$11.60,$9.79,$13.25,$3.82,$1.33,$3.10,$2.99,$1.54,$2.14,$1.79,$2.03,$15.00,$2.26,$2.45,$8.00,$2.50,$85.00,$2.88,$1.55,$35.62,$1.28,"$23,000.00","$27,882.71",$122.62,$0.05,$59.25,$37.69,$7.50,$12.00,$805.50,"$8,782.00",$52.75,$39.64,$77.08,$116.14,"$1,622.11","$1,306.05","$2,772.26","$2,129.39","$3,725.60","$2,574.11","$4,396.98",5.14,1
Nashville,Tennessee,"1,210",0.39,0.36,$53.88 ,"$112,070.00 ",0.00,15.73,15.73,"$94,441 ","$7,870 ",$16.50,$70.00,$8.75,$5.00,$6.50,$5.08,$2.20,$1.91,$1.05,$3.91,$4.64,$3.38,$14.58,$16.90,$17.20,$5.94,$1.96,$5.03,$5.25,$3.85,$2.64,$2.36,$2.37,$15.00,$1.86,$3.67,$8.12,$3.69,$67.50,$7.00,$1.25,$45.00,$1.08,"$25,000.00","$25,343.75",$186.12,$0.15,$82.43,$67.00,$12.67,$16.00,"$1,257.00","$31,750.00",$51.45,$35.85,$87.50,$120.62,"$2,078.57","$1,588.46","$3,923.08","$2,626.67","$4,855.87","$2,456.47","$4,812.25",5.13,1
Richmond,Virginia,"4,500",1.16,1.08,$64.41 ,"$133,990.00 ",5.32,17.08,22.40,"$103,976 ","$8,665 ",$25.00,$57.50,$9.75,$6.50,$8.00,$5.07,$2.15,$2.01,$0.92,$2.52,$3.30,$2.20,$11.16,$8.03,$12.95,$4.33,$1.16,$3.98,$4.11,$2.53,$2.31,$1.49,$1.93,$9.24,$1.42,$2.39,$7.50,$1.88,$43.50,$3.00,$1.55,$22.50,$1.15,"$22,472.50","$21,543.75",$153.72,$0.09,$72.31,$32.00,,$12.00,$776.67,"$14,750.00",$42.78,$39.64,$76.18,$108.12,"$1,506.50","$1,282.50","$2,088.89","$1,820.00","$4,133.34","$1,489.01","$5,760.89",5.43,1
Memphis,Tennessee,"1,210",0.39,0.36,$53.88 ,"$112,070.00 ",0.00,15.73,15.73,"$94,441 ","$7,870 ",$15.50,$60.00,$7.95,$6.00,$6.00,$4.97,$1.87,$1.39,$0.99,$2.33,$3.29,$2.97,$9.30,$7.53,$15.01,$4.14,$1.55,$4.12,$4.47,$2.39,$2.16,$1.65,$1.59,$14.00,$2.85,$2.60,$6.59,$1.75,$42.50,$2.00,$1.86,$20.00,$1.08,"$23,597.50","$20,042.60",$184.30,$0.11,$71.90,$20.25,$7.00,$12.50,,"$12,066.67",$46.56,$32.86,$80.22,$108.43,"$1,408.33",$983.33,"$2,337.50","$1,587.50",$742.71,"$1,980.56","$4,647.22",5.2,1
Raleigh,North Carolina,"5,350",1.15,1.07,$57.67 ,"$119,960.00 ",4.46,16.27,20.73,"$95,092 ","$7,924 ",$15.00,$60.00,$7.77,$5.00,$6.00,$4.93,$2.12,$1.66,$0.93,$3.43,$4.33,$3.22,$8.93,$9.32,$15.49,$4.75,$1.44,$5.08,$3.97,$2.41,$2.14,$1.54,$2.07,$14.00,$2.18,$2.33,$6.50,$1.62,$20.00,$3.00,$1.86,$20.00,$1.12,"$22,747.50","$21,525.00",$170.24,$0.26,$64.11,$35.80,$3.75,$12.00,"$1,350.00","$9,250.00",$44.56,$35.17,$80.23,$114.12,"$1,611.36","$1,225.00","$3,085.71","$2,237.50","$3,431.00","$2,978.02","$4,958.29",5.39,1
Louisville,Kentucky,,,,,,,,,,,$15.00,$57.50,$8.00,$4.50,$7.00,$5.00,$1.86,$1.63,$0.66,$2.78,$4.53,$2.54,$9.68,$8.15,$14.04,$5.35,$1.62,$4.68,$4.98,$2.70,$3.33,$1.40,$2.05,$13.00,$2.95,$3.76,$6.00,$1.80,$35.00,$2.85,$1.43,$12.00,$1.14,"$25,000.00","$24,003.12",$194.69,,$60.83,$26.20,$24.20,$12.75,$615.00,"$15,475.00",$43.00,$30.50,$81.00,$101.87,"$1,212.50",$905.00,"$1,857.14","$1,412.50","$3,395.26","$1,226.74","$4,226.39",5.27,1
New Orleans,Louisiana,580,0.31,0.29,$34.47,"$71,710.00",3.17,11.91,15.08,"$60,896 ","$5,075 ",$20.00,$75.00,$8.00,$4.00,$6.00,$4.63,$2.31,$1.35,$1.20,$4.15,$4.21,$3.27,$14.01,$11.77,$16.13,$4.96,$1.67,$3.47,$5.45,$3.87,$3.19,$1.99,$1.89,$14.50,$3.62,$4.18,$7.50,$1.50,$45.00,$3.80,$2.80,$29.50,$1.05,"$28,000.00","$24,105.50",$197.49,$0.16,$71.68,$61.29,$30.48,$14.25,$700.00,"$13,333.33",$55.75,$50.61,$96.50,$139.29,"$1,614.38","$1,064.50","$2,998.33","$2,175.00","$4,036.47","$2,739.42","$3,770.00",5.29,1
Oklahoma City,Oklahoma,1740,1.09,1.01,$42.21,"$87,810.00",4.14,13.76,17.90,"$72,092 ","$6,008 ",$9.99,$45.00,$8.00,$3.00,$6.00,$4.13,$2.17,$1.49,$0.91,$2.43,$3.55,$4.23,$9.29,$11.74,$15.37,$5.17,$1.65,$4.31,$4.43,$3.05,$2.08,$1.54,$2.37,$11.20,$3.06,$2.60,$8.00,$2.00,$50.00,$5.00,$1.24,$50.00,$1.04,"$22,500.00","$19,350.00",$220.47,$0.21,$74.29,$24.25,$16.50,$12.00,"$1,000.00","$7,200.00",$40.33,$23.43,$104.14,$94.25,"$1,281.25",$925.00,"$2,235.00","$1,212.50","$1,829.86",$995.66,"$3,442.94",5.23,1
Buffalo,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",$15.00,$75.00,$10.00,$5.00,$6.00,$4.12,$2.18,$1.72,$0.85,$2.88,$4.78,$2.73,$12.87,$6.29,$10.68,$5.88,$1.36,$6.37,$6.76,$3.10,$2.90,$1.84,$2.07,$11.00,$3.00,$3.38,$10.00,$2.00,$75.00,$2.45,$1.86,$20.00,$1.16,"$30,000.00","$32,469.25",$177.81,$0.13,$73.50,$30.00,$47.50,$15.00,"$1,800.00","$15,500.00",$53.17,$27.00,$79.43,$95.71,"$1,388.33","$1,008.33","$2,225.00","$1,450.00",,,"$4,264.26",5.43,1
Bridgeport,Connecticut,950,0.58,0.54,$52.99,"$110,220.00",4.34,15.59,19.93,"$88,253 ","$7,354 ",$20.00,$80.00,$12.00,$5.50,$10.00,$6.75,$2.37,$2.33,$0.96,$3.86,$5.64,$3.97,$19.61,$13.11,$16.19,$7.20,$2.19,$6.36,$6.81,$4.06,$4.24,$3.00,$1.77,$13.50,$3.57,$5.17,$11.40,$1.75,$70.00,$6.00,$1.40,$22.00,$1.20,"$20,500.00","$23,375.00",$279.31,$0.17,$72.02,$21.83,$35.00,$12.00,$935.00,"$4,820.50",$53.15,$58.33,$83.90,$165.00,"$1,803.50","$1,233.00","$2,797.50","$2,405.00",,"$1,614.59","$2,890.00",5.2,0
Hartford,Connecticut,950,0.58,0.54,$52.99,"$110,220.00",4.34,15.59,19.93,"$88,253 ","$7,354 ",$20.00,$65.00,$10.00,$4.00,$6.50,$4.73,$2.36,$1.95,$1.09,$3.49,$4.04,$3.45,$13.78,$12.83,$13.96,$4.74,$1.32,$4.99,$5.70,$2.69,$3.21,$2.00,$2.17,$12.50,$1.98,$3.48,$12.00,$3.00,$40.00,$3.00,$1.40,$24.00,$1.24,"$25,000.00","$22,518.71",$103.15,$0.05,$60.18,$22.50,$13.00,$14.50,"$1,500.00","$20,000.00",$45.80,$40.00,$69.75,$117.75,"$1,925.00","$1,500.00","$3,500.00","$2,550.00","$3,767.37","$2,421.88","$5,133.33",4.95,0
Fort Worth,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$12.00,$60.00,$8.14,$4.00,$6.50,$4.71,$2.07,$1.59,$1.02,$3.29,$6.75,$3.19,$9.74,$12.56,$15.65,$6.74,$1.72,$4.93,$3.88,$4.18,$2.39,$2.11,$1.84,$15.00,$2.45,$2.33,$7.74,$2.50,$95.22,$2.25,$1.96,$18.00,$1.10,"$23,190.00","$23,432.67",$212.50,$0.20,$80.62,$27.80,$16.00,$12.50,"$1,150.00","$18,333.33",$49.62,$33.43,$81.87,$105.83,"$1,387.50","$1,045.00","$3,025.00","$1,966.67","$2,421.88","$2,152.78","$4,479.50",5.31,1
Tucson,Arizona,"2,860",0.94,0.87,$50.10 ,"$104,220.00 ",3.01,15.10,18.11,"$85,346 ","$7,112 ",$15.00,$55.00,$10.29,$5.00,$6.00,$5.08,$2.20,$1.53,$0.86,$3.05,$3.72,$4.12,$10.54,$11.54,$16.48,$3.93,$1.40,$3.86,$3.83,$2.54,$2.17,$1.54,$1.72,$15.00,$2.46,$5.29,$9.00,$1.62,$37.50,$2.75,$1.40,$35.00,$1.11,"$23,195.00","$24,333.00",$241.89,$0.05,$69.67,$32.50,$23.00,$10.50,"$1,033.33","$12,500.00",$49.29,$29.62,$88.00,$94.13,"$1,175.00",$942.00,"$2,125.00","$1,583.33","$1,722.23",,"$4,063.33",5.38,1
Omaha,Nebraska,1310,1.35,1.25,$42.95,"$89,340.00",5.21,13.90,19.11,"$72,267 ","$6,022 ",$20.00,$75.00,$9.00,$4.50,$6.00,$4.84,$2.47,$1.80,$0.88,$3.71,$5.02,$3.49,$12.86,$9.69,$13.49,$4.90,$1.81,$5.99,$3.97,$2.40,$2.81,$1.39,$1.68,$12.00,$2.58,$2.77,$7.24,$1.25,$54.25,$3.50,$2.27,$35.00,$1.24,"$30,000.00","$24,416.67",$235.15,$0.08,$77.46,$36.07,$51.11,$12.00,"$1,446.67","$9,933.33",$57.86,$40.29,$88.67,$115.00,"$1,093.33",$970.00,"$1,650.00","$1,516.67","$1,668.41","$1,065.63","$3,772.00",5.43,1
El Paso,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$12.00,$41.25,$7.50,$3.75,$5.00,$3.93,$2.23,$1.19,$0.85,$2.52,$3.30,$3.04,$10.75,$9.74,$16.01,$3.47,$1.36,$3.04,$2.55,$1.51,$1.58,$1.17,$1.47,$10.00,$1.50,$2.12,$7.75,$1.50,$41.50,$1.65,$1.40,$14.00,$1.10,"$22,000.00","$26,000.00",$187.94,$0.12,$57.50,$38.75,$17.50,$11.50,,"$5,397.50",$41.12,$32.38,$70.62,$100.00,$916.67,$775.00,"$1,556.00","$1,345.00","$1,135.59",$940.05,"$4,173.04",5.43,1
Honolulu,Hawaii,90,0.16,0.14,$49.74,"$103,470.00",7.26,15.04,22.30,"$80,396 ","$6,700 ",$18.00,$82.50,$10.00,$7.00,$9.00,$5.43,$2.33,$2.27,$1.87,$6.10,$7.15,$5.98,$18.18,$18.51,$23.93,$7.46,$4.52,$6.42,$7.12,$5.48,$5.30,$4.23,$2.57,$17.49,$3.07,$3.12,$11.99,$3.00,$75.00,$3.50,$2.21,$48.00,$1.37,"$24,938.00","$21,533.00",$282.08,$0.34,$66.61,$58.34,$38.33,$15.00,"$1,000.00","$23,800.00",$49.75,$48.00,$107.22,$156.29,"$2,051.43","$1,696.43","$3,776.92","$3,125.00","$8,401.23","$5,790.98","$4,091.19",6.11,1
McAllen,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$12.00,$55.00,$6.50,$5.00,$5.99,$4.50,$2.43,$1.86,$0.91,$2.66,$3.95,$2.24,$7.69,$7.68,$13.06,$4.82,$1.55,$3.48,$2.69,$2.75,$2.67,$1.68,$2.17,$9.98,$1.96,$2.12,$6.42,$0.75,,$3.00,$1.71,$12.00,$1.10,"$26,449.00","$24,587.50",$123.52,$0.45,$75.00,$16.00,,$8.50,$846.32,"$10,000.00",$38.25,$31.67,$61.80,$107.50,$772.50,$761.25,"$1,122.50","$1,005.00","$1,345.49",,"$2,636.00",4.88,0
Hempstead,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$15.00,$75.00,$8.25,$6.00,$8.00,$4.00,$2.25,$1.75,$1.01,$3.67,$7.69,$3.00,$12.11,$22.05,$13.81,$4.23,$1.85,$4.48,$4.68,$4.39,$1.65,$1.69,$1.83,$12.00,,$3.50,$10.75,$7.00,,$6.00,$0.93,$60.00,,"$28,304.00",,$150.00,$0.03,$64.00,$10.75,$0.00,$12.00,,"$11,000.00",$46.67,$34.92,$91.25,$125.00,"$2,200.00","$2,000.00","$3,050.00","$2,700.00",,,,5.04,0
Albuquerque,New Mexico,330,0.4,0.37,$41.87,"$87,090.00",3.85,13.70,17.55,"$71,806 ","$5,984 ",$15.00,$65.00,$8.15,$5.00,$5.00,$4.19,$1.89,$1.43,$0.99,$3.10,$3.42,$3.65,$10.88,$9.90,$15.97,$4.29,$1.40,$3.68,$3.43,$2.32,$1.88,$1.72,$2.00,$11.50,$3.21,$3.20,$9.00,$1.00,$30.00,$2.73,$3.00,$32.00,$1.12,"$22,500.00","$21,625.00",$123.80,$0.12,$70.83,$32.50,$30.00,$12.50,$650.00,"$13,666.67",$51.44,$43.12,$75.25,$86.62,"$1,311.36","$1,070.83","$2,324.29","$1,930.71","$2,865.89","$1,930.33","$5,317.78",5.5,1
Sarasota,Florida,"8,190",0.89,0.82,$48.45 ,"$100,780.00 ",0.00,14.82,14.82,"$85,844 ","$7,154 ",$25.00,$70.00,$9.00,$4.00,$6.00,$4.89,$2.58,$2.09,$1.06,$3.37,$5.09,$3.68,$14.32,$15.15,$16.71,$4.36,$1.53,$3.49,$3.91,$3.91,$4.62,$2.44,$2.60,$13.50,$2.41,$3.21,$8.00,$2.00,$64.50,$5.00,$1.86,$34.20,$1.18,"$35,000.00","$33,650.00",$146.65,$0.15,$74.79,$29.12,$22.50,$12.00,$800.00,"$14,450.00",$47.86,$42.75,$71.00,$105.71,"$2,091.67","$1,718.75","$5,225.00","$2,592.86","$6,443.99","$3,078.48","$2,800.00",5.4,1
Dayton,Ohio,"3,650",0.68,0.63,$44.27 ,"$92,080.00 ",2.18,14.15,16.33,"$77,043 ","$6,420 ",$8.00,$54.00,$7.50,$3.25,$6.00,$3.79,$2.25,$1.27,$0.83,$2.68,$2.72,$1.84,$6.06,$12.87,$8.70,$4.10,$1.35,$3.86,$4.50,$3.15,$2.29,$1.13,$1.35,$15.00,$3.57,$3.90,$7.26,$2.00,$55.00,$2.00,$1.43,$30.00,$1.09,"$22,000.00","$22,235.29",$125.84,$0.40,$67.21,$29.00,$30.00,$12.00,$900.00,"$6,166.67",$41.12,$29.38,$80.33,$81.28,"$1,096.25",$766.67,"$1,500.00","$1,225.00",,,"$3,333.33",5.43,0
Birmingham,Alabama,,,,,,,,,,,$15.50,$60.00,$8.25,$5.50,$7.99,$5.06,$2.38,$1.71,$1.05,$3.79,$3.75,$3.98,$8.84,$13.48,$12.12,$6.55,$1.61,$6.62,$5.15,$6.00,$4.63,$1.92,$2.32,$13.00,$3.04,$2.72,$7.00,$1.38,$55.00,$4.50,$1.24,$40.00,$1.17,"$23,747.00","$26,672.00",$213.78,$0.10,$69.43,$46.75,$15.67,$10.00,"$1,025.00","$10,875.00",$64.25,$41.71,$84.75,$114.75,"$1,300.00",$953.75,"$2,140.00","$1,775.00","$2,870.38","$2,027.20","$2,929.90",5.43,1
Rochester,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",$20.00,$70.00,$9.00,$4.00,$6.00,$3.85,$2.00,$1.71,$0.86,$2.45,$3.46,$3.07,$15.90,$11.21,$21.49,$5.04,$1.43,$5.14,$4.28,$3.19,$2.15,$1.67,$1.56,$11.50,$2.06,$4.66,$11.53,$1.00,$56.00,$2.75,$3.11,$50.00,$1.23,"$24,195.00","$23,550.67",$150.75,$0.12,$66.22,$41.25,$0.00,$11.00,$600.00,"$15,000.00",$47.38,$29.17,$69.17,$91.67,$908.33,$906.25,"$1,650.00","$2,033.33","$1,345.49",,"$4,275.00",5.4,1
Fresno,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$15.00,$60.00,$9.00,$5.62,$7.00,$4.87,$2.56,$1.38,$1.17,$2.67,$3.02,$2.83,$10.80,$11.51,$17.77,$3.88,$1.31,$2.87,$3.55,$1.67,$1.82,$1.46,$2.31,$8.50,$2.51,$3.17,$9.43,$1.50,$37.50,$4.00,$1.52,$40.00,$1.48,"$24,000.00","$22,225.00",$280.82,$0.25,$69.08,$34.00,$45.00,$14.00,"$2,000.00","$12,000.00",$42.00,$33.33,$67.22,$82.50,"$1,333.33","$1,400.00","$2,700.00","$2,300.00","$2,443.41","$1,614.59","$4,489.58",5.19,1
Allentown,Pennsylvania,"6,370",1.1,1.02,$46.12 ,"$95,940.00 ",3.07,14.46,17.53,"$79,122 ","$6,593 ",$22.00,$48.00,$8.38,$4.50,$10.00,$3.50,$2.90,$2.05,$0.88,$4.07,$7.14,$2.00,$10.74,$13.23,$16.53,$6.60,$1.48,$2.85,$6.59,$4.40,$1.39,$1.96,$1.62,$13.50,,$5.00,$9.32,,,$2.90,$1.37,$40.00,$1.26,"$28,000.00","$18,000.00",$181.25,$0.07,$63.17,$35.00,,$12.00,,"$20,000.00",$28.00,$27.00,$56.67,$125.00,"$1,400.00","$1,516.67","$1,900.00","$1,966.67",,,"$2,745.00",5.43,0
Tulsa,Oklahoma,1740,1.09,1.01,$42.21,"$87,810.00",4.14,13.76,17.90,"$72,092 ","$6,008 ",$13.25,$48.00,$8.00,$4.00,$5.00,$4.50,$1.89,$1.50,$1.10,$2.32,$3.17,$2.82,$8.35,$12.72,$11.87,$3.54,$1.62,$2.95,$3.23,$2.07,$2.02,$1.76,$2.05,$11.00,$3.01,$2.57,$8.00,$2.50,$40.00,$5.00,$1.55,$30.00,$1.02,"$25,000.00","$23,600.00",$220.30,$0.33,$66.22,$29.17,$21.67,$12.00,$630.50,"$15,125.00",$41.75,$40.67,$76.25,$91.00,"$1,043.75",$782.50,"$1,962.50","$1,471.43","$1,466.58","$1,076.39","$5,036.78",4.85,1
